DO Number;Referenzbeleg;Date;Client Order Reference;Courier;Tracking Reference;Comission;Comission 2
KL574596;KA509514;23.07.2019;306-3262750-7705906;;352559619431;4,66468E+13;
KL572950;KA507573;23.07.2019;306-3302893-0574764;DPD Predict;1345057485909;2,47004E+13;
KL577254;KA511435;23.07.2019;306-3307596-3028337;GLS Normalpaket;352559623117;3,48454E+13;
KL577252;KA511437;23.07.2019;306-3409511-8678724;GLS Normalpaket;352559615204;1,7366E+13;
KL572948;KA507575;23.07.2019;306-3423764-1576357;;352559622615;7,00456E+13;
KL572947;KA507576;23.07.2019;306-3434775-6661100;GLS Normalpaket;352559616119;3,58563E+13;
KL568469;KA504025;23.07.2019;306-3576326-0165161;DPD Predict;1345057486055;6,04086E+13;
KL000601Mega;KA509524;23.07.2019;306-3579234-5771529;GLS Normalpaket;352559614764;7,12145E+12;
KL577251;KA511438;23.07.2019;306-3603776-1401103;;352559622141;2,04549E+13;
KL572945;KA507578;23.07.2019;306-3771796-8077969;DPD Predict;1345057486699;2,70993E+13;
KL577250;KA511439;23.07.2019;306-3878417-2646742;GLS Normalpaket;352559617338;5,82367E+13;
KL570814;KA505550;23.07.2019;306-3892057-6606737;;352559622509;5,24267E+13;
KL574578;KA509528;23.07.2019;306-3895266-6829960;;352559620819;2,70772E+13;
KL577026;KA510257;23.07.2019;306-3915180-1575500;GLS Normalpaket;352559617284;4,48249E+13;
KL577249;KA511440;23.07.2019;306-3962148-4173132;DPD Predict;1345057486004;3,57326E+13;
KL577025;KA510258;23.07.2019;306-4001230-4216352;;352559621212;1,89557E+13;
KL570809;KA505554;23.07.2019;306-4019049-8823528;DPD Predict;1345057486062;4,26108E+13;
KL574574;KA509532;23.07.2019;306-4077577-0101963;DPD Predict;1345057486779;7,00421E+13;
KL577248;KA511441;23.07.2019;306-4108149-1401135;DPD Predict;1345057486414;5,74328E+13;
KL571628;KA506684;23.07.2019;306-4307399-6480369;;352559622202;3,1404E+13;
KL574567;KA509539;23.07.2019;306-4321920-9156344;;352559622424;5,07466E+13;
KL577247;KA511442;23.07.2019;306-4324577-6187553;GLS Normalpaket;352559617345;2,82621E+13;
KL574566;KA509540;23.07.2019;306-4404296-8329112;;352559621908;2,59384E+13;
KL568444;KA504045;23.07.2019;306-4461548-5680337;GLS Normalpaket;352559615495;3,718E+13;
KL574564;KA509542;23.07.2019;306-4478077-0396302;;352559622127;4,53926E+13;
KL575748;KA486779;23.07.2019;306-4518758-1367568;GLS Normalpaket;352559623957;4,65611E+13;
KL577246;KA511443;23.07.2019;306-4612214-6908308;DPD Predict;1345057486424;6,17272E+13;
KL577245;KA511444;23.07.2019;306-4641957-1790719;DPD Predict;1345057486896;3,95261E+13;
KL574561;KA509545;23.07.2019;306-4672622-0046700;GLS Normalpaket;352559615327;2,39155E+13;
KL572935;KA507587;23.07.2019;306-4704744-7722741;;352559622622;1,37968E+13;
KL577243;KA511446;23.07.2019;306-4720921-6795566;;143233958836;5,88103E+13;
KL577241;KA511447;23.07.2019;306-4787357-8665951;;352559619752;2,57724E+13;
KL577242;KA511447;23.07.2019;306-4787357-8665951;;352559619769;2,57724E+13;
KL000600Mega;KA509549;23.07.2019;306-4809383-0781907;GLS Normalpaket;352559614771;8,19061E+12;
KL574553;KA509553;23.07.2019;306-4841309-1223500;DPD Predict;1345057486279;4,61251E+13;
KL574552;KA509554;23.07.2019;306-4931388-4522741;DPD Predict;1345057486080;4,55303E+13;
KL577024;KA510259;23.07.2019;306-5091210-3597926;DPD Predict;1345057486891;3,7945E+13;
KL574547;KA509559;23.07.2019;306-5093245-5395547;;352559619448;3,88137E+13;
KL574538;KA509568;23.07.2019;306-5405523-4423527;GLS Normalpaket;352559614375;4,38456E+13;
KL571617;KA506695;23.07.2019;306-5458777-5679505;GLS Normalpaket;352559616393;3,70665E+13;
KL571616;KA506695;23.07.2019;306-5458777-5679505;GLS Normalpaket;352559616409;3,70665E+13;
KL577023;KA510260;23.07.2019;306-5530179-4961161;DPD Predict;1345057487088;2,38977E+13;
KL577238;KA511450;23.07.2019;306-5628282-7669959;GLS Normalpaket;352559623223;6,20241E+13;
KL577237;KA511451;23.07.2019;306-5664536-6453153;DPD Predict;1345057485925;8,64944E+12;
KL577236;KA511452;23.07.2019;306-5800444-0909102;GLS Paket OVL Berlin;102986794504;6,31915E+13;
KL574533;KA509573;23.07.2019;306-5931785-5537106;GLS Normalpaket;352559614788;1,5227E+13;
KL574532;KA509573;23.07.2019;306-5931785-5537106;GLS Normalpaket;352559614795;1,5227E+13;
KL577022;KA510261;23.07.2019;306-5975576-5935534;GLS Normalpaket;352559612517;5,92608E+13;
KL571925;KA506699;23.07.2019;306-6004817-6293153;;352559621984;6,80608E+13;
KL577233;KA511455;23.07.2019;306-6024026-1217953;GLS Normalpaket;352559612685;6,47737E+13;
KL577232;KA511456;23.07.2019;306-6098886-4782760;GLS Normalpaket;352559612692;2,79877E+13;
KL577231;KA511457;23.07.2019;306-6112859-2785157;GLS Paket OVL Berlin;102986794498;1,58844E+13;
KL000599Mega;KA509577;23.07.2019;306-6126534-3553955;GLS Normalpaket;352559614801;4,78383E+13;
KL577230;KA511458;23.07.2019;306-6150904-0823569;DPD Predict;1345057486822;4,1455E+13;
KL577229;KA511459;23.07.2019;306-6157605-1235507;DPD Predict;1345057486867;4,88938E+13;
KL577228;KA511460;23.07.2019;306-6186987-9571513;GLS Normalpaket;352559612708;6,59407E+12;
KL577227;KA511461;23.07.2019;306-6382568-9779500;DPD Predict;1345057486095;6,91981E+13;
KL577021;KA510262;23.07.2019;306-6570932-5285130;DPD Predict;1345057486476;5,61406E+13;
KL574517;KA509588;23.07.2019;306-6607169-7706720;GLS Normalpaket;352559614382;3,85737E+13;
KL577020;KA510263;23.07.2019;306-6625408-9672358;GLS Normalpaket;352559623667;4,04348E+13;
KL577226;KA511462;23.07.2019;306-6712807-1813927;GLS Paket OVL Berlin;102986794481;6,18794E+13;
KL577225;KA511463;23.07.2019;306-6722053-8084341;;352559619776;5,25912E+13;
KL577224;KA511464;23.07.2019;306-6783495-1977119;GLS Normalpaket;352559613057;1,2065E+13;
KL577223;KA511465;23.07.2019;306-6808547-2491527;;143233959277;2,64066E+13;
KL577019;KA510264;23.07.2019;306-6825564-0545130;DPD Predict;1345057486478;2,76686E+12;
KL574508;KA509597;23.07.2019;306-6826392-9334742;DPD Predict;1345057486485;2,78132E+13;
KL577018;KA510265;23.07.2019;306-6924975-7117147;DPD Predict;1345057486281;6,07778E+13;
KL572923;KA507598;23.07.2019;306-7121997-4129164;GLS Normalpaket;352559611930;3,94691E+13;
KL574497;KA509606;23.07.2019;306-7150430-1299512;DPD Predict;1345057486780;6,03876E+13;
KL577017;KA510266;23.07.2019;306-7160048-3825158;;352559621045;1,0741E+12;
KL577222;KA511466;23.07.2019;306-7171503-3628344;GLS Normalpaket;352559614948;6,05533E+13;
KL577220;KA511467;23.07.2019;306-7230751-3830700;DPD Predict;1345057486968;9,09304E+12;
KL577221;KA511467;23.07.2019;306-7230751-3830700;DPD Predict;1345057486969;9,09304E+12;
KL570747;KA505605;23.07.2019;306-7266997-4885953;GLS Normalpaket;352559613378;5,46744E+13;
KL571914;KA506709;23.07.2019;306-7271503-5982712;DPD Predict;;5,48822E+13;
KL574492;KA509610;23.07.2019;306-7326381-6475532;DPD Predict;1345057486662;8,78244E+12;
KL577219;KA511468;23.07.2019;306-7340993-2937140;GLS Paket OVL Berlin;102986794474;3,88121E+13;
KL577016;KA510267;23.07.2019;306-7354675-4988332;GLS Paket OVL Berlin;102986794344;6,48361E+13;
KL574490;KA509611;23.07.2019;306-7392362-6111500;;352559620338;1,04572E+13;
KL577217;KA511470;23.07.2019;306-7453156-4542760;DPD Predict;1345057486286;4,6945E+13;
KL574486;KA509615;23.07.2019;306-7501433-3976353;;352559622677;1,95657E+13;
KL000614Mega;KA509616;23.07.2019;306-7512887-6895520;GLS Normalpaket;352559614818;5,59562E+12;
KL577216;KA511471;23.07.2019;306-7547228-2265911;;352559617499;1,03105E+13;
KL577215;KA511472;23.07.2019;306-7619282-5525941;DPD Predict;1345057486695;5,03386E+13;
KL574482;KA509619;23.07.2019;306-7661687-0298724;DPD Predict;1345057486150;1,77942E+13;
KL577214;KA511473;23.07.2019;306-7758130-7210769;DPD Predict;1345057486329;4,94447E+13;
KL577015;KA510268;23.07.2019;306-7777808-3249146;DPD Predict;1345057486794;1,09724E+13;
KL577213;KA511474;23.07.2019;306-7856241-0636326;DPD Predict;1345057486830;8,73117E+12;
KL574469;KA509628;23.07.2019;306-7880993-9795530;GLS Normalpaket;352559623032;2,48576E+13;
KL577212;KA511475;23.07.2019;306-7938247-9758737;;352559620987;6,24232E+13;
KL577211;KA511475;23.07.2019;306-7938247-9758737;;352559620994;6,24232E+13;
KL574466;KA509631;23.07.2019;306-7941425-6676351;DPD Predict;1345057487075;3,99196E+13;
KL577210;KA511476;23.07.2019;306-8019746-2797957;DPD Predict;1345057486330;5,14949E+13;
KL574463;KA509634;23.07.2019;306-8078542-4157141;GLS Normalpaket;352559614009;2,96754E+13;
KL574462;KA509635;23.07.2019;306-8133363-4879567;GLS Normalpaket;352559615334;4,68166E+13;
KL577209;KA511477;23.07.2019;306-8134760-9365160;DPD Predict;1345057486561;1,75987E+13;
KL577208;KA511478;23.07.2019;306-8188364-5100306;DPD Predict;1345057485966;4,26357E+13;
KL572915;KA507605;23.07.2019;306-8311445-9513911;DPD Predict;1345057486119;2,65839E+13;
KL577014;KA510269;23.07.2019;306-8340511-8458765;GLS Normalpaket;352559616232;3,8975E+13;
KL577207;KA511479;23.07.2019;306-8396771-3849121;GLS Normalpaket;352559612715;5,40531E+13;
KL577013;KA510270;23.07.2019;306-8405056-8069136;DPD Predict;1345057486409;4,65509E+13;
KL574453;KA509643;23.07.2019;306-8408818-7751550;DPD Predict;1345057486081;2,57183E+13;
KL577487;KA511480;23.07.2019;306-8435352-4394710;GLS Normalpaket;352559616706;2,0471E+13;
KL574452;KA509644;23.07.2019;306-8463972-2161165;GLS Normalpaket;352559624138;5,73398E+13;
KL577486;KA511481;23.07.2019;306-8495907-4721166;DPD Predict;1345057487128;3,0354E+13;
KL574451;KA509645;23.07.2019;306-8496703-7185112;GLS Normalpaket;352559624008;7,44484E+12;
KL577485;KA511482;23.07.2019;306-8591473-8870724;;352559621311;5,6451E+13;
KL577484;KA511482;23.07.2019;306-8591473-8870724;;352559621342;5,6451E+13;
KL577483;KA511483;23.07.2019;306-8617618-0017958;;352559621328;2,7168E+13;
KL577482;KA511483;23.07.2019;306-8617618-0017958;;352559621335;2,7168E+13;
KL571904;KA506719;23.07.2019;306-8668364-9981965;;352559622462;5,68181E+13;
KL577012;KA510271;23.07.2019;306-8754068-9381134;GLS Normalpaket;352559621946;3,86944E+13;
KL577481;KA511484;23.07.2019;306-8811238-2063513;DPD Predict;1345057486524;1,23673E+13;
KL577480;KA511485;23.07.2019;306-8820808-5813916;;352559619844;5,77115E+13;
KL577475;KA511485;23.07.2019;306-8820808-5813916;;352559619783;5,77115E+13;
KL577476;KA511485;23.07.2019;306-8820808-5813916;;352559619806;5,77115E+13;
KL577479;KA511485;23.07.2019;306-8820808-5813916;;352559619837;5,77115E+13;
KL577471;KA511485;23.07.2019;306-8820808-5813916;;352559619851;5,77115E+13;
KL577473;KA511485;23.07.2019;306-8820808-5813916;;352559619875;5,77115E+13;
KL577477;KA511485;23.07.2019;306-8820808-5813916;;352559619790;5,77115E+13;
KL577478;KA511485;23.07.2019;306-8820808-5813916;;352559619813;5,77115E+13;
KL577474;KA511485;23.07.2019;306-8820808-5813916;;352559619820;5,77115E+13;
KL577472;KA511485;23.07.2019;306-8820808-5813916;;352559619868;5,77115E+13;
KL570718;KA505629;23.07.2019;306-8873334-7793114;GLS Normalpaket;352559615686;4,19884E+13;
KL574442;KA509654;23.07.2019;306-8886863-0673946;GLS Normalpaket;352559615341;4,53024E+13;
KL574441;KA509655;23.07.2019;306-8888693-1529158;GLS Normalpaket;352559616225;2,23904E+13;
KL574440;KA509656;23.07.2019;306-8897518-5390722;DPD Predict;1345057485916;1,55851E+12;
KL574434;KA509661;23.07.2019;306-8965500-7377140;GLS Normalpaket;352559612418;1,05617E+12;
KL574433;KA509662;23.07.2019;306-8966358-3921163;GLS Normalpaket;352559614825;4,62291E+13;
KL577200;KA510942;23.07.2019;306-9006083-3880332;;352559622387;6,66471E+13;
KL568335;KA504143;23.07.2019;306-9224017-3462735;DPD Predict;1345057486980;4,98355E+13;
KL574427;KA509668;23.07.2019;306-9248629-8775523;;352559620826;1,08111E+12;
KL574425;KA509670;23.07.2019;306-9321822-7381149;GLS Normalpaket;352559614399;6,15661E+13;
KL577468;KA511487;23.07.2019;306-9345759-4253940;;352559621359;9,42095E+12;
KL577469;KA511487;23.07.2019;306-9345759-4253940;;352559621366;9,42095E+12;
KL577467;KA511488;23.07.2019;306-9409294-5709146;DPD Predict;1345057486382;3,26766E+13;
KL574423;KA509672;23.07.2019;306-9469398-1894729;DPD Predict;1345057486019;4,93891E+13;
KL574420;KA509675;23.07.2019;306-9552789-6237914;DPD Predict;1345057487076;4,08705E+13;
KL574417;KA509678;23.07.2019;306-9574653-4750709;DPD Predict;1345057485917;5,66789E+13;
KL577466;KA511489;23.07.2019;306-9735906-4468330;GLS Normalpaket;352559612722;3,10269E+13;
KL574411;KA509684;23.07.2019;306-9736129-7302705;GLS Normalpaket;352559623780;4,46922E+13;
KL577465;KA511490;23.07.2019;306-9754113-7379544;;352559621922;4,02927E+13;
KL577011;KA510272;23.07.2019;306-9767281-0081166;DPD Predict;1345057486410;3,7549E+13;
KL577464;KA511491;23.07.2019;306-9775986-2662729;DPD Predict;1345057486902;2,47546E+13;
KL577463;KA511492;23.07.2019;306-9777848-6734736;;352559619882;5,59694E+13;
KL577010;KA510273;23.07.2019;306-9807667-5454739;;352559619493;5,71756E+13;
KL577009;KA510273;23.07.2019;306-9807667-5454739;;352559619509;5,71756E+13;
KL574407;KA509687;23.07.2019;306-9820650-3693153;;352559620833;3,34804E+13;
KL570705;KA505642;23.07.2019;306-9847560-7466708;GLS Normalpaket;352559624077;4,09845E+13;
KL574402;KA509692;23.07.2019;306-9929261-9280334;GLS Normalpaket;352559614405;4,93507E+12;
KL568309;KA504167;23.07.2019;306-9985067-2608343;DPD Predict;1345057486056;3,18509E+13;
KL577462;KA511493;23.07.2019;306-9997283-7191538;DPD Predict;1345057486970;2,85057E+13;
KL578327;KA512276;23.07.2019;362-987-633-2;DPD Predict;1345057486893;;
KL571889;KA506730;23.07.2019;402-0181993-3563579;DPD Predict;1345057486067;;
KL574394;KA509700;23.07.2019;402-0345456-7382732;DPD Predict;1345057487077;6,81169E+13;
KL577008;KA510274;23.07.2019;402-0771214-9834725;DPD Predict;1345057486627;6,06959E+13;
KL577459;KA511496;23.07.2019;402-1944417-9456315;DPD Predict;1345057486261;6,01697E+13;
KL574386;KA509708;23.07.2019;402-2202379-7873120;DPD Predict;1345057486540;4,52575E+13;
KL577458;KA511497;23.07.2019;402-2312245-2281162;DPD Predict;1345057486161;5,99542E+13;
KL574384;KA509710;23.07.2019;402-2977218-1989962;DPD Predict;1345057486151;1,76697E+13;
KL574379;KA509715;23.07.2019;402-3835572-5657942;DPD Predict;1345057486152;6,52466E+13;
KL574378;KA509716;23.07.2019;402-3858718-8794749;DPD Predict;;3,81697E+13;
KL577456;KA511499;23.07.2019;402-3955803-7126700;DPD Predict;1345057486208;5,06864E+13;
KL577454;KA511500;23.07.2019;402-4253579-7493933;DPD Predict;1345057486209;4,68159E+12;
KL577455;KA511500;23.07.2019;402-4253579-7493933;DPD Predict;1345057486372;4,05779E+13;
KL572890;KA507625;23.07.2019;402-5111334-4173132;DPD Predict;1345057486120;2,4782E+13;
KL577452;KA511502;23.07.2019;402-7152665-1577127;DPD Predict;1345057486634;4,84022E+13;
KL571881;KA506737;23.07.2019;402-7802821-4013900;DPD Predict;1345057486442;5,4871E+13;
KL577451;KA511503;23.07.2019;402-8104071-1937163;DPD Predict;1345057486666;2,7507E+13;
KL572885;KA507630;23.07.2019;402-9411336-0590769;DPD Predict;1345057486121;8,13021E+12;
KL577005;KA510277;23.07.2019;403-0470952-2820336;DPD Predict;1345057486156;4,03597E+13;
KL577450;KA511504;23.07.2019;403-0627251-9437150;DPD Predict;1345057485967;2,05611E+13;
KL574361;KA509730;23.07.2019;403-1046346-3168314;DPD Predict;1345057486541;1,88967E+13;
KL572883;KA507632;23.07.2019;403-1653150-8049110;DPD Predict;1345057486930;2,48344E+13;
KL577449;KA511505;23.07.2019;403-1924044-1105951;DPD Predict;1345057486162;3,11124E+13;
KL574360;KA509731;23.07.2019;403-2461184-8439552;DPD Predict;1345057486314;2,01798E+13;
KL577447;KA511507;23.07.2019;403-3308225-3480356;DPD Predict;1345057486562;2,78187E+13;
KL574353;KA509735;23.07.2019;403-3517543-7600332;DPD Predict;1345057486781;4,25067E+13;
KL577004;KA510278;23.07.2019;403-3580098-8696349;DPD Predict;1345057486257;3,57296E+12;
KL577446;KA511508;23.07.2019;403-4422489-5546737;DPD Predict;1345057486458;2,70921E+13;
KL572877;KA507637;23.07.2019;403-4437309-8752349;DPD Predict;1345057486931;4,95397E+13;
KL577445;KA511509;23.07.2019;403-5033634-0585104;DPD Predict;1345057487129;2,86325E+13;
KL577444;KA511510;23.07.2019;403-5798680-7636317;DPD Predict;1345057486868;1,0179E+13;
