DO Number;Referenzbeleg;Date;Client Order Reference;Courier;Tracking Reference;Comission;Comission 2
KL577830;KA511011;23.07.2019;028-5507767-3018744;DPD Predict;1345057486664;3,6588E+13;
KL573309;KA507249;23.07.2019;028-5533511-3037953;GLS Normalpaket;352559621007;7,16321E+12;
KL575790;KA508313;23.07.2019;028-5559893-6197925;DPD Predict;1345057486761;4,65731E+13;
KL575789;KA508313;23.07.2019;028-5559893-6197925;;352559618601;1,20921E+13;
KL575788;KA508314;23.07.2019;028-5569793-5552346;;143233959505;9,42025E+11;
KL577828;KA511013;23.07.2019;028-5681900-1767566;GLS Normalpaket;352559617130;4,85828E+13;
KL577827;KA511014;23.07.2019;028-5693614-6768302;;352559621076;3,81541E+13;
KL564205;KA499993;23.07.2019;028-5706472-8967544;GLS Normalpaket;352559624015;1,23355E+13;
KL577177;KA510118;23.07.2019;028-5715108-3125924;DPD Predict;1345057486280;5,30498E+13;
KL577826;KA511015;23.07.2019;028-5730945-1400305;DPD Predict;1345057487112;3,78941E+13;
KL577825;KA511016;23.07.2019;028-5746539-9693160;DPD Predict;1345057486915;5,79982E+13;
KL575777;KA508321;23.07.2019;028-5780141-6415523;DPD Predict;1345057486447;2,36695E+13;
KL577824;KA511017;23.07.2019;028-5794376-3640309;GLS Normalpaket;352559612852;8,68429E+11;
KL569477;KA503052;23.07.2019;028-5810807-9947521;GLS Normalpaket;352559615945;6,15796E+13;
KL577823;KA511018;23.07.2019;028-5853569-3836350;;352559619530;6,28682E+13;
KL577822;KA511018;23.07.2019;028-5853569-3836350;;352559619547;6,28682E+13;
KL577821;KA511019;23.07.2019;028-5861785-8207519;DPD Predict;1345057486258;3,33418E+13;
KL575776;KA508322;23.07.2019;028-5866764-3525108;DPD Predict;1345057487044;4,52503E+13;
KL577175;KA510120;23.07.2019;028-5914930-5393117;DPD Predict;1345057486322;3,46112E+13;
KL575773;KA508324;23.07.2019;028-5939041-1520369;;352559621526;5,11279E+13;
KL575772;KA508324;23.07.2019;028-5939041-1520369;;352559619967;1,66557E+13;
KL577819;KA511021;23.07.2019;028-5994764-0741951;GLS Normalpaket;352559612524;9,05735E+12;
KL577174;KA510121;23.07.2019;028-6007374-7106703;GLS Normalpaket;352559615655;2,70355E+13;
KL575768;KA508327;23.07.2019;028-6052834-0723568;GLS Normalpaket;352559615822;3,60343E+13;
KL575767;KA508328;23.07.2019;028-6086991-0594703;GLS Normalpaket;352559613590;5,46089E+13;
KL577818;KA511022;23.07.2019;028-6109882-1184308;GLS Normalpaket;352559623148;1,24434E+13;
KL575760;KA508334;23.07.2019;028-6266581-7364313;GLS Normalpaket;352559623070;4,05592E+13;
KL577817;KA511023;23.07.2019;028-6340319-4199545;DPD Predict;1345057486292;3,18369E+13;
KL575757;KA508336;23.07.2019;028-6345795-4119566;;352559618625;5,29852E+13;
KL575758;KA508336;23.07.2019;028-6345795-4119566;;352559618618;5,29852E+13;
KL577816;KA511024;23.07.2019;028-6433854-9221141;;352559617512;3,96093E+13;
KL577815;KA511025;23.07.2019;028-6502073-6019501;DPD Predict;1345057486559;2,02774E+13;
KL577814;KA511026;23.07.2019;028-6524479-9174733;DPD Predict;1345057486809;2,85191E+13;
KL578567;KA508344;23.07.2019;028-6543910-8309143;DPD Predict;1345057486929;;
KL577172;KA510123;23.07.2019;028-6558544-3548326;;143233959253;4,6599E+13;
KL577171;KA510123;23.07.2019;028-6558544-3548326;DPD Predict;1345057487084;1,80658E+13;
KL575747;KA508345;23.07.2019;028-6559881-3654709;GLS Normalpaket;352559616140;4,43138E+13;
KL575746;KA508346;23.07.2019;028-6618945-2830708;GLS Normalpaket;352559613606;6,11093E+13;
KL571486;KA504772;23.07.2019;028-6619199-4653164;DPD Predict;1345057486431;2,1807E+13;
KL575744;KA508348;23.07.2019;028-6663107-5457108;GLS Normalpaket;352559614986;3,32897E+13;
KL575738;KA508353;23.07.2019;028-6773610-4055505;;352559618632;1,28881E+13;
KL575739;KA508353;23.07.2019;028-6773610-4055505;;352559618649;1,28881E+13;
KL575733;KA508356;23.07.2019;028-6833643-1065947;GLS Normalpaket;352559623643;3,39351E+13;
KL575730;KA508358;23.07.2019;028-6936835-4365919;GLS Normalpaket;352559616584;4,32075E+13;
KL575731;KA508358;23.07.2019;028-6936835-4365919;GLS Normalpaket;352559616591;4,32075E+13;
KL575729;KA508359;23.07.2019;028-6997694-4273130;DPD Predict;1345057487045;5,83733E+13;
KL575728;KA508360;23.07.2019;028-7011903-6046759;DPD Predict;1345057487046;3,77126E+13;
KL575727;KA508361;23.07.2019;028-7035302-4045133;DPD Predict;1345057486390;4,52794E+13;
KL575726;KA508362;23.07.2019;028-7063204-7564364;DPD Predict;1345057486762;2,24172E+13;
KL575725;KA508363;23.07.2019;028-7089081-4117161;DPD Predict;1345057487047;1,79676E+13;
KL575723;KA508365;23.07.2019;028-7138376-0209919;GLS Normalpaket;352559615648;3,00618E+13;
KL572224;KA506256;23.07.2019;028-7245379-1085123;DPD Predict;1345057486063;6,37744E+13;
KL577812;KA511028;23.07.2019;028-7310678-4590747;;352559620376;4,59137E+12;
KL577811;KA511029;23.07.2019;028-7330780-9441910;DPD Predict;1345057486866;8,56473E+11;
KL575718;KA508370;23.07.2019;028-7414819-1499518;DPD Predict;1345057486448;3,24492E+12;
KL575717;KA508371;23.07.2019;028-7471012-5417924;;352559622233;9,68706E+12;
KL577170;KA510124;23.07.2019;028-7507688-1534759;DPD Predict;1345057486085;6,02594E+13;
KL575715;KA508372;23.07.2019;028-7515493-2484304;;352559619974;4,60785E+13;
KL575716;KA508372;23.07.2019;028-7515493-2484304;;352559619981;4,60785E+13;
KL575712;KA508374;23.07.2019;028-7543992-9210733;DPD Predict;1345057486511;3,08678E+13;
KL575713;KA508374;23.07.2019;028-7543992-9210733;DPD Predict;1345057486512;3,08678E+13;
KL575711;KA508375;23.07.2019;028-7545599-9320360;GLS Normalpaket;352559613613;4,44237E+13;
KL577810;KA511030;23.07.2019;028-7566315-7530764;GLS Normalpaket;352559616836;3,80224E+13;
KL577809;KA511031;23.07.2019;028-7612696-0318737;DPD Predict;1345057486041;5,16628E+13;
KL577167;KA510127;23.07.2019;028-7627708-8097113;DPD Predict;1345057486205;3,29633E+13;
KL575709;KA508377;23.07.2019;028-7722353-4810707;;143233958577;6,36915E+13;
KL575707;KA508379;23.07.2019;028-7755575-5335501;DPD Predict;1345057486920;5,11274E+12;
KL571456;KA504797;23.07.2019;028-7773174-3904354;DPD Predict;1345057486672;6,8648E+12;
KL571457;KA504797;23.07.2019;028-7773174-3904354;DPD Predict;1345057486673;6,8648E+12;
KL572218;KA506262;23.07.2019;028-7783933-5946752;DPD Predict;1345057486507;5,1964E+13;
KL575703;KA508383;23.07.2019;028-7932062-7853966;GLS Normalpaket;352559612203;1,47089E+13;
KL575701;KA508384;23.07.2019;028-7936101-2890704;DPD Predict;1345057486449;3,98939E+13;
KL575702;KA508384;23.07.2019;028-7936101-2890704;DPD Predict;1345057486450;3,98939E+13;
KL575700;KA508385;23.07.2019;028-7950038-9303523;DPD Predict;1345057487048;3,52687E+13;
KL575698;KA508386;23.07.2019;028-7951323-1784345;;352559619998;6,80773E+13;
KL575699;KA508386;23.07.2019;028-7951323-1784345;;352559620000;6,80773E+13;
KL575692;KA508390;23.07.2019;028-8176915-7394726;;352559620017;5,39246E+13;
KL575693;KA508390;23.07.2019;028-8176915-7394726;;352559620024;5,39246E+13;
KL577807;KA511033;23.07.2019;028-8200440-2383529;DPD Predict;1345057487113;5,06403E+13;
KL575688;KA508394;23.07.2019;028-8404433-5285936;GLS Normalpaket;352559615839;6,83995E+13;
KL575687;KA508395;23.07.2019;028-8424384-6552318;;352559622042;2,79393E+13;
KL577805;KA511035;23.07.2019;028-8426724-2774711;DPD Predict;1345057486158;6,83954E+13;
KL575685;KA508396;23.07.2019;028-8438273-4076338;;352559620031;5,28111E+13;
KL575686;KA508396;23.07.2019;028-8438273-4076338;;352559620048;5,28111E+13;
KL575682;KA508398;23.07.2019;028-8480810-7249153;;352559622639;2,80825E+13;
KL575683;KA508398;23.07.2019;028-8480810-7249153;;352559622240;6,3113E+13;
KL575681;KA508399;23.07.2019;028-8483713-3225141;GLS Normalpaket;352559613286;4,02647E+13;
KL577166;KA510128;23.07.2019;028-8572551-1515501;GLS Normalpaket;352559612432;6,25533E+13;
KL577803;KA511036;23.07.2019;028-8602848-2181123;;352559619554;1,1553E+13;
KL577804;KA511036;23.07.2019;028-8602848-2181123;;352559621083;4,74623E+13;
KL575678;KA508402;23.07.2019;028-8660887-9415503;GLS Normalpaket;352559616157;6,87478E+12;
KL575676;KA508404;23.07.2019;028-8679674-0296313;GLS Normalpaket;352559623902;7,00811E+13;
KL571436;KA504817;23.07.2019;028-8759745-1298722;GLS Normalpaket;352559615518;1,51654E+13;
KL577800;KA511039;23.07.2019;028-8760221-5102709;GLS Normalpaket;352559616249;6,63967E+13;
KL577799;KA511040;23.07.2019;028-8815913-0035556;;352559621229;4,3812E+13;
KL575671;KA508408;23.07.2019;028-8845709-9884352;GLS Normalpaket;352559612210;5,10006E+13;
KL569406;KA503116;23.07.2019;028-8893248-7627537;DPD Predict;1345057486049;3,52431E+13;
KL577797;KA511042;23.07.2019;028-8976002-4977968;;143233959598;2,86592E+13;
KL577165;KA510129;23.07.2019;028-8995625-1257966;DPD Predict;1345057486323;8,82462E+12;
KL571428;KA504822;23.07.2019;028-9027272-2398732;DPD Predict;1345057486499;6,87067E+12;
KL571429;KA504822;23.07.2019;028-9027272-2398732;DPD Predict;1345057486500;6,87067E+12;
KL577795;KA511044;23.07.2019;028-9114551-1338730;DPD Predict;1345057486964;6,63895E+13;
KL575664;KA508415;23.07.2019;028-9116907-2675535;DPD Predict;1345057486824;1,00289E+13;
KL575663;KA508416;23.07.2019;028-9136647-2597153;GLS Normalpaket;352559615846;3,44383E+12;
KL575662;KA508417;23.07.2019;028-9225004-6623547;DPD Predict;1345057486140;3,43458E+13;
KL577792;KA511047;23.07.2019;028-9334566-2829915;;352559617666;6,6264E+13;
KL577789;KA511049;23.07.2019;028-9415189-5188307;GLS Paket OVL Berlin;102986794580;4,33665E+13;
KL575655;KA508424;23.07.2019;028-9434907-8371513;DPD Predict;1345057486074;3,91769E+13;
KL575652;KA508426;23.07.2019;028-9460379-3266765;;352559618656;3,87091E+13;
KL575653;KA508426;23.07.2019;028-9460379-3266765;;352559618687;3,87091E+13;
KL575650;KA508426;23.07.2019;028-9460379-3266765;;352559618663;3,87091E+13;
KL575651;KA508426;23.07.2019;028-9460379-3266765;;352559618670;3,87091E+13;
KL577164;KA510130;23.07.2019;028-9463469-2691529;DPD Predict;1345057486897;6,94877E+13;
KL577788;KA511050;23.07.2019;028-9469169-9411523;;143233958973;3,75949E+13;
KL577787;KA511051;23.07.2019;028-9516514-8993962;GLS Normalpaket;352559615150;1,81366E+13;
KL575645;KA508430;23.07.2019;028-9561089-3842701;DPD Predict;1345057487049;1,42314E+13;
KL577785;KA511053;23.07.2019;028-9665800-4858701;DPD Predict;1345057486021;4,92239E+13;
KL577163;KA510131;23.07.2019;028-9687853-3443552;;143233959574;1,82611E+13;
KL571417;KA504832;23.07.2019;028-9750653-4007519;GLS Normalpaket;352559615525;8,72347E+12;
KL573268;KA507284;23.07.2019;028-9783054-4222745;DPD Predict;1345057486971;4,51944E+13;
KL577783;KA511054;23.07.2019;028-9834577-2667558;;352559619561;3,47466E+13;
KL577784;KA511054;23.07.2019;028-9834577-2667558;;352559619578;3,47466E+13;
KL575636;KA508438;23.07.2019;028-9836018-1657149;GLS Normalpaket;352559615853;5,19774E+13;
KL577782;KA511055;23.07.2019;028-9838560-1036307;DPD Predict;1345057486316;3,17533E+13;
KL577781;KA511056;23.07.2019;028-9840669-2961134;GLS Normalpaket;352559617314;2,62956E+13;
KL571412;KA504837;23.07.2019;028-9964773-0018758;;352559622363;6,9939E+13;
KL577162;KA510132;23.07.2019;028-9983179-8086721;GLS Paket OVL Berlin;102986794351;5,89374E+12;
KL576448;KA510916;23.07.2019;057-188-055;;143233958713;;
KL576446;KA510918;23.07.2019;083-817-400;DPD Predict;1345057486732;;
KL578329;KA512274;23.07.2019;091-015-154;;352559622745;;
KL576459;KA510910;23.07.2019;10073022-1;DPD Predict;;;
KL576458;KA510910;23.07.2019;10073022-1;DPD Predict;;;
KL576457;KA510911;23.07.2019;10073022-2;;352559618878;;
KL576456;KA510911;23.07.2019;10073022-2;;352559618885;;
KL578332;KA512271;23.07.2019;10079723-1;DPD Predict;;;
KL578331;KA512272;23.07.2019;10079723-2;;352559622769;;
KL577778;KA511059;23.07.2019;171-0294321-6081119;DPD Predict;1345057486159;8,66625E+12;
KL575625;KA508449;23.07.2019;171-1550168-6362707;DPD Predict;1345057486763;1,45875E+13;
KL575623;KA508451;23.07.2019;171-2457918-4651557;GLS Normalpaket;352559623407;3,2665E+13;
KL575622;KA508451;23.07.2019;171-2457918-4651557;GLS Normalpaket;352559623414;3,2665E+13;
KL577160;KA510134;23.07.2019;171-2673916-4869947;DPD Predict;1345057486206;1,38835E+13;
KL573265;KA507287;23.07.2019;171-2918636-2539524;DPD Predict;1345057486118;1,06261E+13;
KL575617;KA508456;23.07.2019;171-2965875-0045921;DPD Predict;1345057486483;1,11101E+13;
KL577772;KA511065;23.07.2019;171-4245880-7345131;DPD Predict;1345057487114;3,98757E+13;
KL577770;KA511065;23.07.2019;171-4245880-7345131;DPD Predict;1345057487115;3,98757E+13;
KL577771;KA511065;23.07.2019;171-4245880-7345131;DPD Predict;1345057487116;3,98757E+13;
KL577769;KA511066;23.07.2019;171-5293287-2001942;DPD Predict;1345057486665;4,59529E+13;
KL575614;KA508459;23.07.2019;171-6366489-6487543;DPD Predict;1345057486764;6,06291E+13;
KL577765;KA511069;23.07.2019;171-6611243-9809966;DPD Predict;1345057486633;5,656E+13;
KL575610;KA508461;23.07.2019;171-6615322-2000308;DPD Predict;1345057486350;4,80742E+13;
KL575611;KA508461;23.07.2019;171-6615322-2000308;DPD Predict;1345057486351;4,80742E+13;
KL575612;KA508461;23.07.2019;171-6615322-2000308;DPD Predict;1345057486352;4,80742E+13;
KL577764;KA511070;23.07.2019;171-6870108-6816362;DPD Predict;1345057487117;5,60255E+13;
KL576013;KA496501;23.07.2019;171-6999855-5484326;DPD Predict;1345057485927;1,07821E+13;
KL573261;KA507291;23.07.2019;171-7440901-3809946;DPD Predict;1345057486917;6,99048E+13;
KL575602;KA508469;23.07.2019;171-9194450-0600352;DPD Predict;1345057487050;3,56927E+13;
KL577159;KA510135;23.07.2019;171-9486561-4185967;DPD Predict;1345057486368;6,19005E+13;
KL577759;KA511073;23.07.2019;171-9536371-5051504;DPD Predict;1345057485919;8,49233E+11;
KL577758;KA511074;23.07.2019;171-9753260-1541103;DPD Predict;1345057486560;4,10046E+13;
KL572184;KA506293;23.07.2019;171-9940161-3910707;DPD Predict;1345057486440;5,06822E+13;
KL559621;KA496177;23.07.2019;1907082003YBAC9;DPD Predict;1345057486489;;
KL559622;KA496177;23.07.2019;1907082003YBAC9;DPD Predict;1345057486488;;
KL567359;KA502246;23.07.2019;1907111702XKBNS;DPD Predict;1345057485928;;
KL567350;KA502254;23.07.2019;1907121035XES35;DPD Predict;1345057485930;;
KL567347;KA502256;23.07.2019;1907121233XDSRR;DPD Predict;1345057485929;;
KL573603;KA507870;23.07.2019;1907132332X2BDU-2;DPD Predict;1345057486030;;
KL569709;KA504562;23.07.2019;1907151333WSI7N;DPD Predict;1345057485932;;
KL569700;KA504571;23.07.2019;1907152218WOU67;DPD Predict;1345057485934;;
KL570173;KA506057;23.07.2019;1907161831WISCP;DPD Predict;1345057485937;;
KL570172;KA506057;23.07.2019;1907161831WISCP;DPD Predict;1345057485938;;
KL572700;KA507061;23.07.2019;1907171209WDPVW;DPD Predict;1345057485939;;
KL572684;KA507076;23.07.2019;1907172236W8Z7U;DPD Predict;1345057485940;;
KL576934;KA510496;23.07.2019;1907181002W74P3;DPD Predict;1345057487033;;
KL576930;KA510500;23.07.2019;1907181137W6F7K;DPD Predict;1345057486273;;
KL576929;KA510501;23.07.2019;1907181356W5ENW;DPD Predict;1345057486181;;
KL576928;KA510502;23.07.2019;1907181436W535D;DPD Predict;1345057486216;;
KL576927;KA510503;23.07.2019;1907181522W4QUD;DPD Predict;1345057485943;;
KL576926;KA510504;23.07.2019;1907181531W4OF0;DPD Predict;1345057486217;;
KL576925;KA510505;23.07.2019;1907181713W3ZUA;DPD Predict;1345057486182;;
KL576924;KA510505;23.07.2019;1907181713W3ZUA;DPD Predict;1345057486183;;
KL576923;KA510505;23.07.2019;1907181713W3ZUA;DPD Predict;1345057486184;;
KL576922;KA510505;23.07.2019;1907181713W3ZUA;DPD Predict;1345057486185;;
KL576921;KA510505;23.07.2019;1907181713W3ZUA;DPD Predict;1345057486186;;
KL576920;KA510505;23.07.2019;1907181713W3ZUA;DPD Predict;1345057486187;;
KL576919;KA510505;23.07.2019;1907181713W3ZUA;DPD Predict;1345057486188;;
KL576918;KA510505;23.07.2019;1907181713W3ZUA;DPD Predict;1345057486189;;
KL576917;KA510506;23.07.2019;1907181751W3Q99;DPD Predict;1345057487034;;
KL576916;KA510507;23.07.2019;1907182107W2DGQ;DPD Predict;1345057486274;;
KL576915;KA510508;23.07.2019;1907182239W1OU9;;143233958744;;
KL576914;KA510509;23.07.2019;1907182256W1KK2;DPD Predict;1345057486724;;
KL576913;KA510510;23.07.2019;1907182335W1CP6;DPD Predict;1345057486178;;
KL576912;KA510511;23.07.2019;1907182337W1C6G;DPD Predict;1345057486275;;
KL576911;KA510512;23.07.2019;1907190752VXUD5;DPD Predict;1345057486131;;
KL576907;KA510515;23.07.2019;1907191058VWXEU;DPD Predict;1345057486276;;
KL576906;KA510516;23.07.2019;1907191113VWTLI;DPD Predict;1345057486179;;
KL576904;KA510518;23.07.2019;1907191314VW2E4;DPD Predict;1345057486200;;
KL576903;KA510518;23.07.2019;1907191314VW2E4;DPD Predict;1345057486201;;
KL576901;KA510520;23.07.2019;1907191407VVPYS;DPD Predict;1345057486363;;
KL576900;KA510521;23.07.2019;1907191517VVAVG;DPD Predict;1345057486536;;
KL576895;KA510525;23.07.2019;1907192324VSOMV;DPD Predict;1345057486837;;
KL576896;KA510525;23.07.2019;1907192324VSOMV;DPD Predict;1345057486838;;
KL576894;KA510526;23.07.2019;1907200007VSJAE;DPD Predict;1345057486973;;
KL576892;KA510528;23.07.2019;1907200833VRSKN;DPD Predict;1345057486388;;
KL576891;KA510529;23.07.2019;1907200954VRID4;DPD Predict;1345057486399;;
KL576889;KA510531;23.07.2019;1907201312VQAEV;DPD Predict;1345057486272;;
KL576887;KA510533;23.07.2019;1907201546VPEI3;DPD Predict;1345057485946;;
KL576886;KA510534;23.07.2019;1907201803VOKSS;DPD Predict;1345057486218;;
KL576885;KA510535;23.07.2019;1907201826VOFYR;DPD Predict;1345057486349;;
KL576878;KA510541;23.07.2019;1907202104VNM5R;DPD Predict;1345057486219;;
KL576874;KA510545;23.07.2019;1907202246VN4XS;DPD Predict;1345057485993;;
KL576873;KA510546;23.07.2019;1907210803VM67A;DPD Predict;1345057486102;;
KL576871;KA510548;23.07.2019;1907211256VKK35;;143233958737;;
KL576869;KA510550;23.07.2019;1907211402VK5D9;DPD Predict;1345057486717;;
KL576867;KA510552;23.07.2019;1907211457VJSVU;DPD Predict;1345057486139;;
KL576864;KA510554;23.07.2019;1907211530VJLOT;DPD Predict;1345057486738;;
KL576863;KA510555;23.07.2019;1907211706VIZ0Z;DPD Predict;1345057485978;;
KL576862;KA510556;23.07.2019;1907211808VIK6U;DPD Predict;1345057486100;;
KL576861;KA510557;23.07.2019;1907211824VIGE4;DPD Predict;1345057486099;;
KL576859;KA510559;23.07.2019;1907211944VHWEZ;DPD Predict;1345057486220;;
KL576858;KA510560;23.07.2019;1907212033VHKSV;DPD Predict;1345057486221;;
KL578256;KA512043;23.07.2019;1907220936VF6HC;DPD Predict;1345057486841;;
KL578255;KA512044;23.07.2019;1907221140VE9AJ;DPD Predict;1345057486903;;
KL578254;KA512045;23.07.2019;1907221252VDPJC;DPD Predict;1345057487096;;
KL578250;KA512049;23.07.2019;1907221402VD6GM;DPD Predict;1345057486648;;
KL578249;KA512050;23.07.2019;1907221510VCP7M;DPD Predict;1345057487095;;
KL578246;KA512053;23.07.2019;1907221838VB98P;DPD Predict;1345057486796;;
KL578244;KA512055;23.07.2019;1907221928VAWID;DPD Predict;1345057487094;;
KL578243;KA512056;23.07.2019;1907222014VAMQ2;DPD Predict;1345057486624;;
KL578241;KA512058;23.07.2019;1907222143VA1QD;DPD Predict;1345057486847;;
KL578239;KA512060;23.07.2019;1907222213V9U5G;DPD Predict;1345057486556;;
KL578238;KA512061;23.07.2019;1907222227V9RIG;DPD Predict;1345057486647;;
KL578237;KA512062;23.07.2019;1907222333V9DF6;DPD Predict;1345057486846;;
KL578236;KA512063;23.07.2019;1907230050V93CQ;DPD Predict;1345057486840;;
KL578235;KA512064;23.07.2019;1907230633V8N57;DPD Predict;1345057486904;;
KL572558;KA506998;23.07.2019;2029379987007_2;;352559622561;;
KL572559;KA506998;23.07.2019;2029379987007_2;;352559622578;;
KL569800;KA504473;23.07.2019;2426906230-1;GLS Normalpaket;352559624022;;
KL577206;KA504499;23.07.2019;2433609800-2;DPD Predict;1345057486697;;
KL576367;KA510350;23.07.2019;2440902520-1;DPD Predict;1345057486103;;
KL576366;KA510351;23.07.2019;2440902520-2;DPD Predict;1345057486749;;
KL576299;KA510407;23.07.2019;2443069350-2;GLS Normalpaket;352559624091;;
KL576966;KA510466;23.07.2019;2444844710-2;GLS Normalpaket;352559612050;;
KL576964;KA510467;23.07.2019;2444844710-3;DPD Predict;1345057485995;;
KL576965;KA510467;23.07.2019;2444844710-3;DPD Predict;1345057485996;;
KL576963;KA510468;23.07.2019;2444867630-1;GLS Normalpaket;352559615723;;
KL576962;KA510469;23.07.2019;2444867630-2;GLS Normalpaket;352559612043;;
KL578312;KA511994;23.07.2019;2445668620-1;DPD Predict;1345057486805;;
KL578311;KA511995;23.07.2019;2445668620-2;DPD Predict;1345057486629;;
KL578263;KA512036;23.07.2019;2447653450-1;DPD Predict;1345057486800;;
KL578262;KA512037;23.07.2019;2447653450-2;DPD Predict;1345057486859;;
KL576444;KA510920;23.07.2019;258-562-866-1;;352559620963;;
KL576443;KA510921;23.07.2019;258-562-866-2;;352559621809;;
KL576442;KA510922;23.07.2019;277-399-141;DPD Predict;1345057487018;;
KL575599;KA508472;23.07.2019;302-0024522-8809953;GLS Normalpaket;352559613293;9,99115E+12;
KL571399;KA504849;23.07.2019;302-0055262-1207513;DPD Predict;1345057486432;5,20862E+13;
KL577756;KA511075;23.07.2019;302-0063183-9623527;DPD Predict;1345057486419;4,70532E+13;
KL577757;KA511075;23.07.2019;302-0063183-9623527;GLS Normalpaket;352559616843;6,74916E+13;
KL577755;KA511076;23.07.2019;302-0104054-4264364;DPD Predict;1345057486248;4,40227E+13;
KL575595;KA508476;23.07.2019;302-0165051-6193947;GLS Normalpaket;352559612227;5,34294E+13;
KL577754;KA511077;23.07.2019;302-0242932-5131540;GLS Normalpaket;352559612531;3,56517E+13;
KL577753;KA511078;23.07.2019;302-0260244-5630735;DPD Predict;1345057485920;5,17321E+13;
KL577158;KA510136;23.07.2019;302-0330095-0899547;GLS Normalpaket;352559623544;4,37198E+13;
KL577156;KA510137;23.07.2019;302-0353482-7302743;DPD Predict;1345057486518;1,21651E+13;
KL577157;KA510137;23.07.2019;302-0353482-7302743;DPD Predict;1345057486086;4,80572E+13;
KL577752;KA511079;23.07.2019;302-0354871-7497923;;352559622332;5,06194E+13;
KL577750;KA511081;23.07.2019;302-0486921-6062704;DPD Predict;1345057486404;2,70049E+13;
KL577749;KA511082;23.07.2019;302-0580713-5027565;GLS Normalpaket;352559615167;4,25658E+13;
KL577748;KA511083;23.07.2019;302-0583806-1940312;;352559621090;1,30114E+13;
KL575576;KA508493;23.07.2019;302-0667606-2973945;GLS Normalpaket;352559615259;4,26698E+13;
KL577745;KA511084;23.07.2019;302-0760484-8468339;;143233958966;2,74259E+13;
KL577747;KA511084;23.07.2019;302-0760484-8468339;DPD Predict;1345057487118;6,56134E+13;
KL577746;KA511084;23.07.2019;302-0760484-8468339;DPD Predict;1345057487119;2,97383E+13;
KL571381;KA504865;23.07.2019;302-0796961-8493101;;352559622431;6,10566E+13;
KL577744;KA511085;23.07.2019;302-0799665-6821960;;352559621236;5,08084E+13;
KL577155;KA510138;23.07.2019;302-0869749-0364328;DPD Predict;1345057486417;5,54423E+13;
KL575568;KA508500;23.07.2019;302-0899271-5324343;;352559621533;2,31725E+13;
KL577154;KA510139;23.07.2019;302-0912693-9126759;;352559619455;3,59233E+13;
KL577153;KA510140;23.07.2019;302-0993410-8837959;DPD Predict;1345057486553;3,10635E+13;
KL577152;KA510141;23.07.2019;302-1037408-5233148;DPD Predict;1345057486876;1,17406E+13;
KL572176;KA506301;23.07.2019;302-1048474-4945112;DPD Predict;1345057486064;3,98187E+13;
KL575564;KA508503;23.07.2019;302-1070937-7315527;GLS Normalpaket;352559615860;8,17529E+12;
KL577740;KA511086;23.07.2019;302-1211039-5894711;;352559621243;2,18017E+13;
KL577743;KA511086;23.07.2019;302-1211039-5894711;;352559621250;2,18017E+13;
KL577741;KA511086;23.07.2019;302-1211039-5894711;;352559621267;2,18017E+13;
KL577742;KA511086;23.07.2019;302-1211039-5894711;;352559621274;2,18017E+13;
KL577738;KA511087;23.07.2019;302-1226261-1856341;;352559617628;3,74281E+13;
KL577739;KA511087;23.07.2019;302-1226261-1856341;;352559617635;3,74281E+13;
KL577151;KA510142;23.07.2019;302-1313713-2275553;GLS Normalpaket;352559612449;4,08477E+13;
KL575557;KA508510;23.07.2019;302-1336557-6802739;GLS Normalpaket;352559623308;5,05335E+13;
KL575555;KA508512;23.07.2019;302-1364493-2387537;DPD Predict;1345057486141;2,71613E+13;
KL575554;KA508513;23.07.2019;302-1456507-4325937;GLS Normalpaket;352559613309;3,89816E+13;
KL575553;KA508514;23.07.2019;302-1496645-4784332;GLS Normalpaket;352559612234;3,90479E+13;
KL577736;KA511089;23.07.2019;302-1539177-8109934;;352559620383;6,67724E+13;
KL577735;KA511090;23.07.2019;302-1588443-8337945;DPD Predict;1345057486479;4,41598E+13;
KL573246;KA507304;23.07.2019;302-1659702-9037100;DPD Predict;1345057485948;3,82154E+13;
KL000612Mega;KA508517;23.07.2019;302-1702954-4359513;GLS Normalpaket;352559614993;2,07291E+13;
KL575546;KA508519;23.07.2019;302-1762589-9202730;;352559618694;8,11875E+12;
KL575547;KA508519;23.07.2019;302-1762589-9202730;;352559618700;8,11875E+12;
KL575545;KA508520;23.07.2019;302-1770356-9759514;;352559622110;4,67354E+13;
KL575544;KA508520;23.07.2019;302-1770356-9759514;;352559622004;1,22759E+13;
KL577733;KA511092;23.07.2019;302-1772643-5725908;GLS Normalpaket;352559614474;1,22159E+13;
KL575543;KA508521;23.07.2019;302-1810472-6706756;DPD Predict;1345057486038;2,67614E+13;
KL577732;KA511093;23.07.2019;302-1964764-7048338;;352559621601;2,92788E+13;
KL575534;KA508530;23.07.2019;302-2242954-5327536;DPD Predict;1345057486142;2,10604E+13;
KL575532;KA508532;23.07.2019;302-2264316-6926768;GLS Normalpaket;352559616607;4,34554E+13;
KL577731;KA511094;23.07.2019;302-2281160-3070717;GLS Normalpaket;352559612869;3,84693E+13;
KL575526;KA508538;23.07.2019;302-2435844-8731520;GLS Normalpaket;352559613958;7,2501E+12;
KL577730;KA511095;23.07.2019;302-2580694-9015530;DPD Predict;1345057486899;1,52024E+13;
KL577149;KA510144;23.07.2019;302-2607174-8830721;;352559617703;3,65968E+13;
